Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
04:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
05:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
05:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
05:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
05:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
06:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
06:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
06:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
06:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
07:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
07:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
07:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
07:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
08:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
08:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
08:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
08:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
09:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
09:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
09:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
09:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
10:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
10:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
10:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
10:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
11:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
11:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
11:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
11:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
12:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
12:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
12:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
12:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
13:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
13:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
13:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
13:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
14:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
14:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
14:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
14:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
15:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
15:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
15:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
15:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
16:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
16:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
16:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
16:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
17:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
17:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
17:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
17:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
18:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
18:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
18:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
18:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
19:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
19:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
19:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
19:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
20:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
20:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
20:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
20:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
21:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
21:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
21:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
21:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
22:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
22:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
22:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
22:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
23:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
23:15:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
23:30:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
23:45:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05
24:00:00,1.022202E-04,4.391571E-05,9.936937E-05,4.503038E-05,7.894747E-05,1.539091E-04,7.953618E-05

Time,CHILLED WATER LOOP:OA COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLED WATER LOOP:MAIN COOLING COIL 1:Design Water Volume Flow Rate [m3/s]
00:15:00,4.030497E-04,2.819313E-04
00:30:00,4.030497E-04,2.819313E-04
00:45:00,4.030497E-04,2.819313E-04
01:00:00,4.030497E-04,2.819313E-04
01:15:00,4.030497E-04,2.819313E-04
01:30:00,4.030497E-04,2.819313E-04
01:45:00,4.030497E-04,2.819313E-04
02:00:00,4.030497E-04,2.819313E-04
02:15:00,4.030497E-04,2.819313E-04
02:30:00,4.030497E-04,2.819313E-04
02:45:00,4.030497E-04,2.819313E-04
03:00:00,4.030497E-04,2.819313E-04
03:15:00,4.030497E-04,2.819313E-04
03:30:00,4.030497E-04,2.819313E-04
03:45:00,4.030497E-04,2.819313E-04
04:00:00,4.030497E-04,2.819313E-04
04:15:00,4.030497E-04,2.819313E-04
04:30:00,4.030497E-04,2.819313E-04
04:45:00,4.030497E-04,2.819313E-04
05:00:00,4.030497E-04,2.819313E-04
05:15:00,4.030497E-04,2.819313E-04
05:30:00,4.030497E-04,2.819313E-04
05:45:00,4.030497E-04,2.819313E-04
06:00:00,4.030497E-04,2.819313E-04
06:15:00,4.030497E-04,2.819313E-04
06:30:00,4.030497E-04,2.819313E-04
06:45:00,4.030497E-04,2.819313E-04
07:00:00,4.030497E-04,2.819313E-04
07:15:00,4.030497E-04,2.819313E-04
07:30:00,4.094857E-04,2.864333E-04
07:45:00,4.472305E-04,3.128356E-04
08:00:00,4.786965E-04,3.348459E-04
08:15:00,5.565212E-04,3.892839E-04
08:30:00,6.316611E-04,4.418439E-04
08:45:00,7.034937E-04,4.920904E-04
09:00:00,7.726144E-04,5.404400E-04
09:15:00,8.598633E-04,6.014702E-04
09:30:00,9.670460E-04,6.764440E-04
09:45:00,1.059650E-03,7.412201E-04
10:00:00,1.163979E-03,8.141980E-04
10:15:00,1.190620E-03,8.328327E-04
10:30:00,1.211254E-03,8.472666E-04
10:45:00,1.228127E-03,8.590689E-04
11:00:00,1.242161E-03,8.688859E-04
11:15:00,1.234158E-03,8.632878E-04
11:30:00,1.222352E-03,8.550294E-04
11:45:00,1.207018E-03,8.443030E-04
12:00:00,1.189106E-03,8.317737E-04
12:15:00,1.149356E-03,8.039688E-04
12:30:00,1.107081E-03,7.743978E-04
12:45:00,1.064583E-03,7.446709E-04
13:00:00,1.022721E-03,7.153887E-04
13:15:00,1.058090E-03,7.401291E-04
13:30:00,1.100604E-03,7.698672E-04
13:45:00,1.147929E-03,8.029707E-04
14:00:00,1.199497E-03,8.390421E-04
14:15:00,1.225623E-03,8.573172E-04
14:30:00,1.253544E-03,8.768480E-04
14:45:00,1.282788E-03,8.973038E-04
15:00:00,1.312802E-03,9.182988E-04
15:15:00,1.324813E-03,9.267001E-04
15:30:00,1.335701E-03,9.343162E-04
15:45:00,1.345249E-03,9.409953E-04
16:00:00,1.353230E-03,9.465776E-04
16:15:00,1.345668E-03,9.412881E-04
16:30:00,1.334387E-03,9.333976E-04
16:45:00,1.318569E-03,9.223326E-04
17:00:00,1.297992E-03,9.079390E-04
17:15:00,1.295715E-03,9.063466E-04
17:30:00,1.288474E-03,9.012814E-04
17:45:00,1.276044E-03,8.925866E-04
18:00:00,1.257371E-03,8.795246E-04
18:15:00,1.152943E-03,8.064780E-04
18:30:00,1.033396E-03,7.228552E-04
18:45:00,8.983269E-04,6.283753E-04
19:00:00,7.507964E-04,5.251785E-04
19:15:00,6.439928E-04,4.504699E-04
19:30:00,5.374399E-04,3.759366E-04
19:45:00,4.646496E-04,3.250202E-04
20:00:00,4.372719E-04,3.058696E-04
20:15:00,4.188782E-04,2.930033E-04
20:30:00,4.046194E-04,2.830293E-04
20:45:00,4.030497E-04,2.819313E-04
21:00:00,4.030497E-04,2.819313E-04
21:15:00,4.030497E-04,2.819313E-04
21:30:00,4.030497E-04,2.819313E-04
21:45:00,4.030497E-04,2.819313E-04
22:00:00,4.030497E-04,2.819313E-04
22:15:00,4.030497E-04,2.819313E-04
22:30:00,4.030497E-04,2.819313E-04
22:45:00,4.030497E-04,2.819313E-04
23:00:00,4.030497E-04,2.819313E-04
23:15:00,4.030497E-04,2.819313E-04
23:30:00,4.030497E-04,2.819313E-04
23:45:00,4.030497E-04,2.819313E-04
24:00:00,4.030497E-04,2.819313E-04

